Feature	Gain	Cover	Frequency
cpayroll_trx	0.136503186791179	0.0492834107168633	0.0126103404791929
ctrx_quarter	0.120643437215256	0.0551011567838148	0.0269020596889449
mpasivos_margen	0.119046476303183	0.0460734684758159	0.0201765447667087
mcaja_ahorro	0.107528414149346	0.0316891795666085	0.0264817150063052
mtarjeta_visa_consumo	0.0800950398008012	0.034517096871553	0.0197562000840689
mpayroll	0.0617111229421185	0.042234853327386	0.00966792770071459
Visa_msaldototal	0.059931989249469	0.025522386949644	0.0172341319882303
ctarjeta_visa_trx2	0.0336400149799486	0.0185783117105738	0.0105086170659941
ctarjeta_visa_trx	0.030533005120837	0.0191480374776314	0.0126103404791929
mprestamos_personales	0.0261584816625606	0.0173120520726233	0.0121899957965532
Visa_msaldopesos	0.0151857427705717	0.0177888588221371	0.0126103404791929
mactivos_margen	0.0151141792724719	0.0192519400915466	0.0298444724674233
ccomisiones_otras	0.0125788409673779	0.0246573873399343	0.0176544766708701
mcuentas_saldo	0.0123993273140366	0.0178737195227451	0.0302648171500631
mrentabilidad_annual	0.0117307211649897	0.0270177014867967	0.0441361916771753
Visa_mconsumospesos	0.011138747098683	0.00810937134102909	0.0113493064312736
cprestamos_personales	0.00950619682271126	0.0046666486090455	0.00798654897015553
Visa_mpagominimo	0.00829652366489009	0.00836611980545402	0.0168137873055906
mextraccion_autoservicio	0.00794238236738183	0.00324011953409295	0.00546448087431694
cproductos	0.00646651943988404	0.018066098041099	0.0180748213535099
cextraccion_autoservicio	0.00595603038019723	0.0019850228728565	0.00462379150903741
mcuenta_corriente	0.00517456261469197	0.00838529970364022	0.0226986128625473
ctarjeta_debito_trx	0.00475418324330251	0.0103514462450444	0.00882723833543506
Master_Fvencimiento	0.00459794331554737	0.0196129499305722	0.0399327448507776
mcaja_ahorro_dolares	0.00443012570869732	0.00904989007503604	0.0193358554014292
Visa_fechaalta	0.00434666327631161	0.0102603900233676	0.0264817150063052
Master_fechaalta	0.00407084256678868	0.0112724815141313	0.0294241277847835
cliente_antiguedad	0.00356756998220932	0.0100640099435215	0.0205968894493485
Master_mfinanciacion_limite	0.00326298567697356	0.0221671328324823	0.0315258511979823
chomebanking_trx	0.00325704790730561	0.00750669478485736	0.0126103404791929
tcuentas	0.00311600702466988	0.00430459008493921	0.00462379150903741
mtransferencias_recibidas	0.00302807493758695	0.00471677851559979	0.0105086170659941
Visa_cconsumos	0.00269148193324516	0.00197605385571906	0.00378310214375788
Visa_mfinanciacion_limite	0.00268116916103035	0.0253647530238317	0.0294241277847835
ctransferencias_emitidas	0.00249184039194027	0.00077380540315394	0.00168137873055906
mcomisiones_otras	0.00243949569873465	0.00449146300661959	0.00966792770071459
numero_de_cliente	0.00240311199621164	0.00575385906795713	0.0193358554014292
Master_mlimitecompra	0.00237845115191142	0.0184284463334513	0.0201765447667087
ccaja_seguridad	0.00234208644897672	0.0035179796850106	0.00378310214375788
Master_msaldototal	0.00233912956875856	0.00896015850819801	0.014291719209752
thomebanking	0.00227167824647685	0.00609931801111521	0.00504413619167718
Visa_delinquency	0.00217135977256537	0.0225554084836057	0.007145859604876
Visa_mlimitecompra	0.001972651662467	0.0218445517822686	0.0260613703236654
mcuenta_debitos_automaticos	0.00196859819809546	0.00487543352951701	0.00840689365279529
