Feature	Gain	Cover	Frequency
ctrx_quarter	0.120589638013258	0.0325126539102047	0.0345797485109199
mcaja_ahorro	0.072984053676418	0.013971080731664	0.0208471211118465
cpayroll_trx	0.0660441928651912	0.0245705299909298	0.00529450694904037
mpasivos_margen	0.058131517848284	0.0236883668393403	0.029119788219722
mpayroll	0.0506583767624598	0.0393863442847352	0.0163798808735936
mtarjeta_visa_consumo	0.0407149167618696	0.0183584390873761	0.0208471211118465
mcuentas_saldo	0.0381729200997607	0.0296614654264981	0.0307743216412972
ctarjeta_visa_trx	0.0337696294120651	0.0193044729145374	0.0246525479814692
mactivos_margen	0.0321486863875931	0.0265846387102965	0.0248180013236267
mprestamos_personales	0.0259749693274361	0.0220949957028084	0.00678358702845797
Visa_msaldototal	0.0245271019396877	0.0166104047665563	0.0198544010589014
Visa_msaldopesos	0.0221162553731478	0.017567625500574	0.0196889477167439
mrentabilidad_annual	0.0207134453291909	0.016961403507808	0.0226671078755791
cliente_edad	0.0163251327887357	0.0219274744434502	0.0294506949040371
mcuenta_corriente	0.0147628282079434	0.012193293511913	0.0218398411647915
Master_fechaalta	0.0146192459281665	0.0255000886940098	0.0309397749834547
cliente_antiguedad	0.0131031269197134	0.0108092838873271	0.013898080741231
mcomisiones	0.0120546948490312	0.0182776278025128	0.0228325612177366
Master_Fvencimiento	0.0115602594539244	0.0136390066350262	0.0208471211118465
mcomisiones_otras	0.0113783692626363	0.0143149445766601	0.0225016545334216
chomebanking_trx	0.0109816607924425	0.0150301053704372	0.0167107875579087
mrentabilidad	0.0101456018580166	0.012916321768834	0.0183653209794838
Visa_mconsumospesos	0.00978280193700454	0.0110588602690776	0.0172071475843812
Visa_fechaalta	0.0093619581315795	0.0121767115551606	0.0173726009265387
ccomisiones_mantenimiento	0.00919595434932145	0.0216395222400211	0.00727994705493051
numero_de_cliente	0.00899312414042364	0.0113305128592426	0.0208471211118465
Visa_mpagospesos	0.00877978114050783	0.0125504122390438	0.0172071475843812
Visa_Fvencimiento	0.00874036299367699	0.00963755078043021	0.0185307743216413
Master_mfinanciacion_limite	0.00856764893724047	0.00860206748384808	0.0191925876902713
Visa_mfinanciacion_limite	0.00821915069335707	0.0136553291410057	0.0163798808735936
Visa_cconsumos	0.00805436449513566	0.00734735591504342	0.0147253474520185
cproductos	0.00797607011252574	0.00824759668078216	0.0119126406353408
mcomisiones_mantenimiento	0.00777632409454165	0.0123651033399296	0.00926538716082065
ccomisiones_otras	0.0074941385790459	0.0133481089022337	0.0158835208471211
mtransferencias_emitidas	0.007326323987965	0.0100425229133569	0.0134017207147584
thomebanking	0.00709264560985855	0.0052704906322475	0.0043017868960953
Master_mlimitecompra	0.00707081134035204	0.0104172308767115	0.0129053606882859
ctarjeta_debito_trx	0.00706266996776653	0.0138733593611296	0.0196889477167439
mcaja_ahorro_dolares	0.00683656058351418	0.0172601229183139	0.0143944407677035
Master_status	0.00599747663553089	0.0153797381796784	0.00248180013236267
cextraccion_autoservicio	0.00591739920699477	0.00434709770047712	0.00645268034414295
mtransferencias_recibidas	0.00585640445376017	0.00661096594331639	0.0120780939774983
cprestamos_personales	0.00576748951332125	0.00689750642930462	0.00297816015883521
Visa_mpagominimo	0.00568201838705707	0.00999072432963147	0.0130708140304434
ctransferencias_recibidas	0.00489983710523227	0.0129362765856345	0.00827266710787558
mtarjeta_visa_debitos_automaticos	0.00455151959534327	0.0094309592870305	0.0100926538716082
Visa_mconsumototal	0.00447832415495407	0.00861909203309548	0.0127399073461284
Visa_mlimitecompra	0.00428979153896977	0.00993870444965859	0.00909993381866314
ctransferencias_emitidas	0.00390331229360178	0.00967069943212483	0.00628722700198544
mcuenta_debitos_automaticos	0.00385268091494295	0.00940535760046617	0.00876902713434811
mpagomiscuentas	0.00384868428582908	0.00887274331816203	0.0115817339510258
mautoservicio	0.00378344323421016	0.0113699951621588	0.0143944407677035
ctarjeta_visa_debitos_automaticos	0.00373577209939574	0.00769180733973112	0.00761085373924553
ccallcenter_trx	0.00355059208579686	0.00720400173209336	0.00330906684315023
tcallcenter	0.00351400864708363	0.00440314669833553	0.00215089344804765
Visa_mpagado	0.00342828463619283	0.0108464616569073	0.00727994705493051
active_quarter	0.00338046188329584	0.000483501777169117	0.00115817339510258
ccaja_ahorro	0.00321255642548818	0.0140551580439042	0.00496360026472535
mdescubierto_preacordado	0.00303898209588924	0.00618461964524319	0.00181998676373263
Master_mpagominimo	0.00300450590790535	0.00541361588804498	0.00463269358041032
mextraccion_autoservicio	0.002876256024334	0.00931802189175418	0.0143944407677035
Master_mpagospesos	0.00269878241501664	0.0121699887277796	0.00628722700198544
Master_msaldototal	0.00268661701916811	0.00320812406911543	0.00363997352746526
mplazo_fijo_dolares	0.00267001796020495	0.0168647123094603	0.00330906684315023
ccuenta_debitos_automaticos	0.00264670379754465	0.00916979919135909	0.00893448047650563
Master_msaldopesos	0.00263875856429192	0.00426228019044358	0.00612177365982793
ccajas_consultas	0.00233160249007331	0.00973421908606267	0.00198544010589014
ctarjeta_debito	0.00213731585802135	0.00395516678434285	0.00529450694904037
Visa_mconsumosdolares	0.00206516386171298	0.00183490454432149	0.0043017868960953
cmobile_app_trx	0.00192092881476427	0.00108937274830114	0.00231634679020516
Visa_mpagosdolares	0.0018254108583948	0.00534534218023841	0.00330906684315023
matm	0.00176882500744511	0.00647647124117144	0.00843812045003309
ctarjeta_master	0.00176712402769433	0.000412206230948396	0.000827266710787558
ccaja_seguridad	0.00140754461637883	0.00486707520395845	0.00165453342157512
Master_fultimo_cierre	0.00137392069435783	0.00215347193895667	0.00363997352746526
cpagomiscuentas	0.00137116561492518	0.0047002025715326	0.00496360026472535
Visa_status	0.00136935995879162	0.00597853942248425	0.00115817339510258
Visa_fultimo_cierre	0.00136866816245404	0.0015869916998798	0.00347452018530774
cseguro_accidentes_personales	0.00110790473491219	0.00469112179447998	0.00231634679020516
Master_mconsumospesos	0.00106835552032304	0.00426905643416016	0.00380542686962277
mtarjeta_master_consumo	0.00106320476851099	0.0020278061939965	0.00215089344804765
Master_cconsumos	0.00104535076378225	0.00259317232093078	0.00314361350099272
cinversion1	0.000806383966293308	0.00729764819931167	0.000992720052945069
Master_mconsumototal	0.000766971397645695	0.00135662993713645	0.00248180013236267
Visa_Finiciomora	0.000640828682151724	0.00556166307762308	0.000992720052945069
