experimento	fecha	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT9310_nd7	20220617 135644	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.17687269373564	0.534772062908451	892	3559	96	0.0511557042953878	10374	13866000	1
HT9310_nd7	20220617 140158	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.257869481420494	0.580298641911941	614	6596	31	0.0579211287110402	10418	14182000	2
HT9310_nd7	20220617 140544	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.187438442544662	0.14576606285118	268	1481	137	0.0452045213087583	10696	13424000	3
HT9310_nd7	20220617 142415	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.105103657076834	0.441835461791197	476	2908	704	0.0128390757288708	9750	14130000	4
HT9310_nd7	20220617 142929	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.136906092673307	0.669199394933821	218	7028	172	0.0586572603238597	8258	13342000	5
HT9310_nd7	20220617 143255	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.202410937581444	0.61248834059661	170	2426	49	0.0502331360196268	10316	13804000	6
HT9310_nd7	20220617 144100	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.151336448197253	0.85119661813369	565	4290	291	0.0333081376653136	9646	14954000	7
HT9310_nd7	20220617 144550	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.240848244862864	0.409105607491801	746	5831	49	0.0455849928431653	11316	13284000	8
HT9310_nd7	20220617 145012	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.118211720557883	0.243257706123404	399	4786	77	0.0571171811953809	9236	13564000	9
HT9310_nd7	20220617 145325	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.224466038868413	0.965628513634147	120	5099	46	0.0627726552152873	10136	14344000	10
HT9310_nd7	20220617 145939	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0874074423150159	0.796919430837443	924	1655	95	0.0398892127206829	11036	14404000	11
HT9310_nd7	20220617 150426	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.059086539085838	0.20312094095425	662	806	74	0.0466715175147286	11138	14542000	12
HT9310_nd7	20220617 150819	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.280559734397684	0.932693635390024	833	6326	69	0.0518306539485127	9756	13164000	13
HT9310_nd7	20220617 151837	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0371829951013206	0.723973808159644	50	3399	980	0.0569527288442007	9090	14670000	14
HT9310_nd7	20220617 152826	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.04951453093905	0.29284134683694	1016	7679	389	0.0479984738582217	11086	14714000	15
HT9310_nd7	20220617 153211	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.285659922439954	0.33733877173654	332	304	22	0.0385598682231407	11182	11978000	16
HT9310_nd7	20220617 153759	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0799366290434161	0.999965908143445	586	6003	156	0.0514216874817211	9536	15184000	17
HT9310_nd7	20220617 155648	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0206741019715713	0.999522401426562	578	2013	700	0.0353733966919091	11048	15112000	18
HT9310_nd7	20220617 161201	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0205503883891765	0.586917939471888	571	7228	347	0.0484956133695214	10630	14570000	19
HT9310_nd7	20220617 161933	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0926410481326044	0.999912355569749	600	1393	160	0.0387862590583517	9270	14730000	20
HT9310_nd7	20220617 163022	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0252277097870537	0.999933319479379	565	5802	439	0.0458370153503965	10514	14806000	21
HT9310_nd7	20220617 163419	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.12797208454635	0.954662415056492	581	7982	66	0.0491483113177287	10180	13820000	22
HT9310_nd7	20220617 165644	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0643202133319321	0.998424906064422	588	4150	1301	0.0134601824423621	10024	13856000	23
HT9310_nd7	20220617 170726	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0918697308027825	0.93369973680333	550	5662	539	0.0365150525928377	10130	14350000	24
HT9310_nd7	20220617 171428	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0740071515252342	0.76052648975295	645	6296	267	0.0365262318920257	12184	14816000	25
HT9310_nd7	20220617 173958	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0808665408607659	0.846719914112175	668	5857	103	0.0465499379524576	11264	13936000	26
HT9310_nd7	20220617 174506	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0986387083394453	0.215288564283378	526	7502	159	0.0478677147067539	10370	14350000	27
HT9310_nd7	20220617 175139	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0434911938574072	0.747949552820064	602	5277	181	0.0468657546446705	10794	14646000	28
HT9310_nd7	20220617 175640	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.248978555312529	0.967267054914567	1011	401	30	0.0369014422652279	10432	12608000	29
HT9310_nd7	20220617 180401	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.240389162614187	0.641461010006489	441	4984	308	0.0263150990795411	9748	13052000	30
HT9310_nd7	20220617 181457	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.168114195150631	0.388701976609486	426	4339	377	0.0290679845832672	10096	12824000	31
HT9310_nd7	20220617 181910	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.191564192219311	0.219228869354958	901	954	45	0.0520708678936351	9336	13464000	32
HT9310_nd7	20220617 182247	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.161910753336167	0.17322941763252	254	1492	87	0.0507994106681622	10054	14426000	33
HT9310_nd7	20220617 182607	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.112266538548898	0.12728597705015	815	5410	97	0.0525470229354599	9878	13162000	34
HT9310_nd7	20220617 183031	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.197918631558474	0.620538340165932	959	2122	29	0.0400664346611112	11460	13860000	35
HT9310_nd7	20220617 183529	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.18053438843024	0.42153970089592	647	5365	47	0.0386951748065024	12774	13386000	36
HT9310_nd7	20220617 184248	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.290142449766872	0.898236796111194	239	2634	314	0.0100752497549724	10282	12278000	37
HT9310_nd7	20220617 185640	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.18537586282758	0.436411430247105	476	2250	470	0.00288733024601758	10416	12864000	38
HT9310_nd7	20220617 192343	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0307884345419705	0.569405602829694	1023	2062	854	0.0274887419052999	10660	14300000	39
HT9310_nd7	20220617 193236	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.108614929576144	0.493687932178844	466	1385	177	0.0399689644467885	9406	14714000	40
HT9310_nd7	20220617 193649	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.196736601509238	0.273774062491604	376	5922	65	0.0471055305973124	10444	14276000	41
HT9310_nd7	20220617 194043	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.254706636936963	0.953373930812231	457	3408	30	0.0478655960180288	10564	13316000	42
HT9310_nd7	20220617 194755	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.149119615283292	0.767877846227912	222	3849	289	0.0281154369051478	10582	14378000	43
HT9310_nd7	20220617 200236	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0211288306593243	0.157740972674219	58	7240	1100	0.0627744812352435	8740	14420000	44
HT9310_nd7	20220617 201110	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0782236873199325	0.169046083355858	520	4810	499	0.0451068953613947	10104	14256000	45
HT9310_nd7	20220617 201433	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.289291439058408	0.254692922173324	208	1413	34	0.0521403265006536	10208	10912000	46
HT9310_nd7	20220617 202028	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0575387335008906	0.999841069122736	657	6286	172	0.053278711716601	9694	14426000	47
HT9310_nd7	20220617 203328	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0415820671617769	0.97632472232168	333	1736	600	0.0367640775373987	9290	14950000	48
HT9310_nd7	20220617 205154	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0273862421396625	0.900532452472851	353	2362	848	0.0315762889822246	10882	14198000	49
HT9310_nd7	20220617 210211	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.107201911765401	0.20524921632271	297	1398	592	0.0253142775644185	8246	13114000	50
HT9310_nd7	20220617 213452	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0216638219216534	0.999505111946123	644	1529	1447	0.0164845586519221	9708	14052000	51
HT9310_nd7	20220617 215055	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0429012455692057	0.99998918580295	512	2091	662	0.0214470471532957	11092	14348000	52
