experimento	fecha	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT9310_nd7	20220617 135644	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.176872694	0.534772063	892	3559	96	0.051155704	10374	13866000	1
HT9310_nd7	20220617 140158	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.257869481	0.580298642	614	6596	31	0.057921129	10418	14182000	2
HT9310_nd7	20220617 140544	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.187438443	0.145766063	268	1481	137	0.045204521	10696	13424000	3
HT9310_nd7	20220617 142415	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.105103657	0.441835462	476	2908	704	0.012839076	9750	14130000	4
HT9310_nd7	20220617 142929	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.136906093	0.669199395	218	7028	172	0.05865726	8258	13342000	5
HT9310_nd7	20220617 143255	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.202410938	0.612488341	170	2426	49	0.050233136	10316	13804000	6
HT9310_nd7	20220617 144100	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.151336448	0.851196618	565	4290	291	0.033308138	9646	14954000	7
HT9310_nd7	20220617 144550	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.240848245	0.409105607	746	5831	49	0.045584993	11316	13284000	8
HT9310_nd7	20220617 145012	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.118211721	0.243257706	399	4786	77	0.057117181	9236	13564000	9
HT9310_nd7	20220617 145325	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.224466039	0.965628514	120	5099	46	0.062772655	10136	14344000	10
HT9310_nd7	20220617 145939	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.087407442	0.796919431	924	1655	95	0.039889213	11036	14404000	11
HT9310_nd7	20220617 150426	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.059086539	0.203120941	662	806	74	0.046671518	11138	14542000	12
HT9310_nd7	20220617 150819	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.280559734	0.932693635	833	6326	69	0.051830654	9756	13164000	13
HT9310_nd7	20220617 151837	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.037182995	0.723973808	50	3399	980	0.056952729	9090	14670000	14
HT9310_nd7	20220617 152826	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.049514531	0.292841347	1016	7679	389	0.047998474	11086	14714000	15
HT9310_nd7	20220617 153211	0	0	0	1	1	1	-1	31	565273	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.285659922	0.337338772	332	304	22	0.038559868	11182	11978000	16
