max_depth	min_split	vmin_bucket	ganancia_promedio
6	800	600	9630556
6	800	400	10060000
6	800	300	10154444
6	850	600	9630556
6	850	400	9998889
6	850	300	10115556
6	900	600	9630556
6	900	400	9933333
6	900	300	10038889
6	950	600	9630556
6	950	400	9933333
6	950	300	10038889
6	1000	600	9630556
6	1000	400	9737778
6	1000	300	9861667
6	1500	600	9394444
6	1500	400	9776111
6	1500	300	9833333
