max_depth	min_split	vmin_bucket	ganancia_promedio
6	780	300	0
6	780	300	0
6	780	300	10154444
6	780	300	10154444
6	780	300	10154444
6	790	300	0
6	790	300	0
6	790	300	10154444
6	790	300	10154444
6	790	300	10154444
6	800	300	0
6	800	300	0
6	800	300	10154444
6	800	300	10154444
6	800	300	10154444
6	810	300	0
6	810	300	0
6	810	300	10154444
6	810	300	10154444
6	810	300	10154444
