fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	lambda_l1	lambda_l2	prob_corte	ganancia	iteracion
20220530 212332	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	25	TRUE	0.262691756620929	0.202050263114775	2800	768	5.74138783979777	0.0241140972427355	0.0211596887678055	12649000	164
20220530 212405	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	273	TRUE	0.0498043833052103	0.217110001845459	2908	116	0.250729819266832	98.7934907348728	0.0193908731879195	13327000	165
20220530 212415	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	13	TRUE	0.162615115806249	0.308307830331903	1135	17	99.9676934729497	95.3671858380946	0.00936128632353618	11228000	166
20220530 212435	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	161	TRUE	0.079034227013816	0.661258924770832	4811	1022	0.0457186544926242	31.2427003603909	0.0161134374271809	13385000	167
20220530 212458	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	125	TRUE	0.0483156351875891	0.627804402369622	1981	446	0.0706039403641298	62.2721331710563	0.0138509732779307	13433000	168
20220530 212507	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	18	TRUE	0.25649237130842	0.745858669548521	3197	1007	0.118968897712664	28.7968574518792	0.0260584204625278	12113000	169
20220530 212553	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	267	TRUE	0.031697653574799	0.413552753448721	2815	1016	0.0995865539027784	16.8968119421897	0.0159926473607315	13583000	170
20220530 212633	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	205	TRUE	0.0421689063354881	0.516736607061575	2339	570	0.0890272008267185	27.8146509157293	0.0157836002666571	13531000	171
20220530 212706	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	214	TRUE	0.0439400941678344	0.581144913211389	3376	420	0.0266335025425244	91.1546399228683	0.0157813261621208	13203000	172
20220530 212856	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	796	TRUE	0.0121363808322459	0.339018916613802	3282	688	0.0249307780819489	10.6975702552667	0.0160591497388461	13765000	173
20220530 212938	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	327	TRUE	0.0472335692526821	0.307119518284008	4278	910	0.133510947384195	12.4143931954017	0.0157181153699633	13557000	174
20220530 213117	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	736	TRUE	0.0118585358868021	0.348026360504012	3152	825	9.59095753499322	8.45105191680217	0.0163770831738415	13379000	175
20220530 213129	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	52	TRUE	0.153576554119778	0.202273266012625	2573	16	0.0774621621365786	68.8896248127348	0.0253495026169197	12401000	176
20220530 213147	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	27	TRUE	0.299164266403337	0.228524808345961	628	339	0.0648018250650188	8.73332590053332	0.0294256750595274	10760000	177
20220530 213157	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	44	TRUE	0.234355752674055	0.807213203666604	5242	233	0.0135559238091538	65.917583210046	0.0159622359652345	13008000	178
