fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	experimento	cols	rows	iteracion
20220602 212724	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	46	TRUE	0.21469822490514	0.288306358569115	18038	637	0.00866420327968081	73853000	HT6010	136	1206056	52
20220602 212849	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	33	TRUE	0.252811230316751	0.435233564362675	14502	1378	0.012925584892461	78560000	HT6010	136	1206056	53
20220602 213336	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	36	TRUE	0.0618659580997401	0.983018807612546	313	1623	0.0460028593382449	43571000	HT6010	136	1206056	54
20220602 213712	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	182	TRUE	0.0926095372880204	0.408572255342826	16833	1671	0.0363992191727836	69123000	HT6010	136	1206056	55
20220602 213908	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	0.20693610734947	0.568913521956839	4912	1935	0.0328366431172374	68184000	HT6010	136	1206056	56
20220602 214036	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	57	TRUE	0.292143362106851	0.305256937951595	19523	1288	0.018129706958629	78537000	HT6010	136	1206056	57
20220602 214618	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	2437	TRUE	0.0100393828171001	0.202483305972453	12486	1158	0.00975282661161552	128007000	HT6010	165	1658475	28
20220602 214746	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	318	TRUE	0.0291639951067395	0.292897570693679	4046	819	0.0108330188931141	83255000	HT6010	136	1206056	58
20220602 214959	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	81	TRUE	0.10369678039544	0.293857179264165	10949	644	0.0258332188120791	76737000	HT6010	136	1206056	59
20220602 215125	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	0.247511711750762	0.86188625257723	16865	1946	0.0428144463801679	62877000	HT6010	136	1206056	60
20220602 215234	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	34	TRUE	0.279719370387981	0.201203694305196	11577	1795	0.0408050169744626	61121000	HT6010	136	1206056	61
20220602 215908	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	123	TRUE	0.0282613822172722	0.536682036788389	819	443	0.0329870683887372	66179000	HT6010	136	1206056	62
20220602 220331	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	97	TRUE	0.0409776703620772	0.63593040396478	2449	269	0.0190615802700922	82581000	HT6010	136	1206056	63
20220602 220615	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	87	TRUE	0.119131820234344	0.54730941203367	9954	369	0.0195067140000562	82306000	HT6010	136	1206056	64
20220602 220757	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	36	TRUE	0.184699134978063	0.388552501621284	5245	781	0.037109855230888	63441000	HT6010	136	1206056	65
20220602 221247	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	899	TRUE	0.0101262041870643	0.276057063279975	9537	1929	0.017375816408613	133642000	HT6010	165	1658475	29
20220602 221658	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	237	TRUE	0.0209819734796253	0.929160613732226	2660	1426	0.0183052927259026	84050000	HT6010	136	1206056	66
20220602 221933	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	74	TRUE	0.0979972865337273	0.696996397671662	5344	373	0.0323965766001008	68968000	HT6010	136	1206056	67
20220602 222253	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	161	TRUE	0.0830427403711877	0.727161660750769	10979	1523	0.0450145157521086	61473000	HT6010	136	1206056	68
20220602 222720	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	206	TRUE	0.0464568791476451	0.639721639165282	10861	1067	0.0353152368658242	69588000	HT6010	136	1206056	69
20220602 222916	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	71	TRUE	0.141201105523892	0.95593248084411	14616	1559	0.0472332950302419	58211000	HT6010	136	1206056	70
20220602 223156	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	89	TRUE	0.0960905988588277	0.427675224943459	9526	1675	0.0279092389957223	75335000	HT6010	136	1206056	71
20220602 223417	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	94	TRUE	0.133955172028169	0.268623522322252	5638	1513	0.0110615980553072	80309000	HT6010	136	1206056	72
20220602 223601	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	66	TRUE	0.187925155786448	0.278921861509234	10517	1295	0.0154550955450201	81104000	HT6010	136	1206056	73
20220602 223645	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	767	TRUE	0.0100201705729584	0.280635506821325	10158	1477	0.0175063469910951	133368000	HT6010	165	1658475	30
20220602 223750	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	63	TRUE	0.148695573733135	0.841748494080082	12301	1381	0.0283953954111203	75528000	HT6010	136	1206056	74
20220602 223906	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	30	TRUE	0.239135294248264	0.895659263375774	17080	1579	0.0420021898852622	62703000	HT6010	136	1206056	75
20220602 224032	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	32	TRUE	0.283468513496756	0.418697437122464	10229	1367	0.010284595911459	73843000	HT6010	136	1206056	76
20220602 224201	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	34	TRUE	0.218726558210165	0.40947120035775	11381	1529	0.0285635428252281	72966000	HT6010	136	1206056	77
20220602 224321	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	38	TRUE	0.229956526780706	0.841207198338024	13736	1183	0.0478739436898128	57014000	HT6010	136	1206056	78
20220602 224555	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	132	TRUE	0.113486179793295	0.62529969231952	19567	966	0.036640909989151	68846000	HT6010	136	1206056	79
20220602 224710	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	81	TRUE	0.20474517872991	0.820954788415134	466	44	0.0291436729278939	51084000	HT6010	136	1206056	80
20220602 224929	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	113	TRUE	0.139031996251105	0.322068298901431	18832	1806	0.041091001465742	64431000	HT6010	136	1206056	81
20220602 225051	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	37	TRUE	0.290969147761781	0.985262826843374	14345	934	0.0157276805275275	79453000	HT6010	136	1206056	82
20220602 225311	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	98	TRUE	0.0937537404329725	0.239274276304431	9566	1221	0.0173497523451224	82955000	HT6010	136	1206056	83
20220602 225456	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	35	TRUE	0.181664254241721	0.795575028285012	5135	1677	0.03348706689541	67069000	HT6010	136	1206056	84
20220602 225708	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	79	TRUE	0.105292269535379	0.766226606575213	10543	815	0.0258360374736173	77678000	HT6010	136	1206056	85
20220602 225828	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	22	TRUE	0.27871068811323	0.893587301406451	6073	647	0.0149302595925692	75476000	HT6010	136	1206056	86
20220602 230539	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	885	TRUE	0.010401923336418	0.425735059064423	12739	905	0.0165344818627044	133331000	HT6010	165	1658475	31
20220602 231658	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1038	TRUE	0.0142091243191715	0.43007744456958	12902	1886	0.0456781002645827	60966000	HT6010	136	1206056	87
20220602 231839	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	56	TRUE	0.186830530951293	0.998053089929558	12828	532	0.030094238762608	72199000	HT6010	136	1206056	88
20220602 231953	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	32	TRUE	0.293853514083987	0.934896478543989	13464	1451	0.0412228243723997	61681000	HT6010	136	1206056	89
20220602 232124	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	49	TRUE	0.28646336042986	0.937656781195291	10140	719	0.0117042169293078	77495000	HT6010	136	1206056	90
20220602 232257	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	42	TRUE	0.159928723767532	0.274053000728786	8825	1962	0.00972699975767561	78084000	HT6010	136	1206056	91
20220602 232509	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	79	TRUE	0.117921587338315	0.6024275895942	18601	1653	0.0199610280260871	83043000	HT6010	136	1206056	92
20220602 232634	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	24	TRUE	0.236024702049007	0.85764771663826	5514	143	0.0194019726692641	74767000	HT6010	136	1206056	93
20220602 232831	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	46	TRUE	0.149105768216406	0.611278871815093	6565	1707	0.0259220451757622	74683000	HT6010	136	1206056	94
20220602 233022	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	36	TRUE	0.180300569443686	0.537679178559221	9840	1011	0.0312009806869319	69622000	HT6010	136	1206056	95
20220602 233511	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	205	TRUE	0.0614556195207522	0.562847740202583	15175	164	0.031113141931186	73912000	HT6010	136	1206056	96
20220602 233534	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1101	TRUE	0.010332690721445	0.294102247972123	11097	1996	0.0157889839058273	133097000	HT6010	165	1658475	32
20220602 233628	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1	TRUE	0.258877265827763	0.88949482051637	53	531	0.0158979657666253	40411000	HT6010	136	1206056	97
20220602 233915	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	112	TRUE	0.0910300219133217	0.930637007178739	9365	1186	0.0248795144804753	77380000	HT6010	136	1206056	98
20220602 234046	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	37	TRUE	0.211720836717114	0.226734123541787	4513	1715	0.0322479369024901	68032000	HT6010	136	1206056	99
